Location,Crop,Variety,Phenological Stage,Risk Number,Stacked,Stacked Logic,Risk Category,Risk Icon,Risk Type (Internal use for parser development only),Variable,Aggregation,Comparator,Threshold,Variable Unit,Minimum Temporal Recurrence,Rolling Window,Consecutive,Yield Impact Type,Yield Impact (Minimum Recurrence Met/No Recurrence),Yield Impact After Minimum Recurrence (Only valid for case 2),Yield Impact Function Unit,Max Yield Impact,Start Month,Start Day,End Month,End Day,Risk Explanation,Subtitle (column editable),user
"[(Tarquinia, Canino; Italy)]",Onion,Intermediate day-Seed to Seed,Flowering,833,False,,High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,3,{},FALSE,discrete,-15%,{},{},-15%,6.0,15.0,7.0,15.0,"3 nonconsecutive days of precipitation above 50mm, Jun 15 to Jul 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Canino; Italy)]",Onion,Intermediate day-Seed to Seed,Seed set,834,False,,Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,40,°C,3,{},TRUE,continuous,-15%,-2.50%,days,-30%,6.0,10.0,7.0,30.0,"3 consecutive days of max temperature above 40°C, Jun 10 to Jul 30.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Canino; Italy)]",Onion,Intermediate day-Seed to Seed,Harvest,835,False,,High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,80,%,3,{},FALSE,discrete,-5%,{},{},-5%,7.0,30.0,8.0,15.0,"3 nonconsecutive days of humidity above 80%, Jul 30 to Aug 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Long day-Bulb to Seed,Vegetative growth,804,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,min temperature,total # of days,>,0,°C,90,{},TRUE,discrete,-10%,{},{},-10%,11.0,1.0,2.0,28.0,"90 consecutive days of min temperature above 0°C, Nov 1 to Feb 28.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Long day-Bulb to Seed,Vegetative growth,930,True,AND,High Humidity and High Temperature,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,80,%,4,{},TRUE,continuous,-10%,-1.67%,days,-30%,3.0,1.0,5.0,31.0,"4 consecutive days of humidity above 80%, Mar 1 to May 31.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Long day-Bulb to Seed,Vegetative growth,930,True,AND,High Humidity and High Temperature,risk_high_humidity,Case 2: Days With Risk,max temperature,total # of days,>,15,°C,4,{},TRUE,continuous,-10%,-1.67%,days,-30%,3.0,1.0,5.0,31.0,"4 consecutive days of max temperature above 15°C, Mar 1 to May 31.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Long day-Bulb to Seed,Vegetative growth,805,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,2,{},TRUE,continuous,-5%,-5.00%,days,-30%,1.0,1.0,3.0,30.0,"2 consecutive days of precipitation above 50mm, Jan 1 to Mar 30.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Long day-Bulb to Seed,Flowering,806,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,40,°C,3,{},TRUE,continuous,-15%,-2.50%,days,-30%,5.0,20.0,7.0,7.0,"3 consecutive days of max temperature above 40°C, May 20 to Jul 7.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Long day-Bulb to Seed,Flowering,807,False,{},High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,80,%,3,{},FALSE,discrete,-10%,{},{},-10%,6.0,15.0,7.0,15.0,"3 nonconsecutive days of humidity above 80%, Jun 15 to Jul 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Long day-Bulb to Seed,Flowering,808,False,{},High Wind Risk,risk_high_wind_speed,Case 2: Days With Risk,wind speed,total # of days,>,30,km/h,5,{},FALSE,continuous,-20%,-5.00%,days,-30%,6.0,15.0,7.0,15.0,"5 nonconsecutive days of wind speed above 30km/h, Jun 15 to Jul 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Long day-Bulb to Seed,Flowering,809,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,3,{},FALSE,discrete,-15%,{},{},-15%,6.0,15.0,7.0,15.0,"3 nonconsecutive days of precipitation above 50mm, Jun 15 to Jul 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Long day-Bulb to Seed,Seed set,810,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,40,°C,3,{},TRUE,continuous,-15%,-2.50%,days,-30%,6.0,10.0,7.0,30.0,"3 consecutive days of max temperature above 40°C, Jun 10 to Jul 30.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Long day-Bulb to Seed,Harvest,811,False,{},High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,80,%,3,{},FALSE,discrete,-5%,{},{},-5%,7.0,30.0,8.0,15.0,"3 nonconsecutive days of humidity above 80%, Jul 30 to Aug 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Intermediate day-Bulb to Seed,Vegetative growth,812,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,min temperature,total # of days,>,0,°C,90,{},TRUE,discrete,-10%,{},{},-10%,11.0,1.0,2.0,28.0,"90 consecutive days of min temperature above 0°C, Nov 1 to Feb 28.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Intermediate day-Bulb to Seed,Vegetative growth,931,True,AND,High Humidity and High Temperature,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,80,%,4,{},TRUE,continuous,-10%,-1.67%,days,-30%,3.0,1.0,5.0,31.0,"4 consecutive days of humidity above 80%, Mar 1 to May 31.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Intermediate day-Bulb to Seed,Vegetative growth,931,True,AND,High Humidity and High Temperature,risk_high_humidity,Case 2: Days With Risk,max temperature,total # of days,>,15,°C,4,{},TRUE,continuous,-10%,-1.67%,days,-30%,3.0,1.0,5.0,31.0,"4 consecutive days of max temperature above 15°C, Mar 1 to May 31.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Intermediate day-Bulb to Seed,Vegetative growth,813,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,2,{},TRUE,continuous,-5%,-5.00%,days,-30%,1.0,1.0,3.0,30.0,"2 consecutive days of precipitation above 50mm, Jan 1 to Mar 30.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Intermediate day-Bulb to Seed,Flowering,814,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,40,°C,3,{},TRUE,continuous,-15%,-2.50%,days,-30%,5.0,20.0,7.0,7.0,"3 consecutive days of max temperature above 40°C, May 20 to Jul 7.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Intermediate day-Bulb to Seed,Flowering,815,False,{},High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,80,%,3,{},FALSE,discrete,-10%,{},{},-10%,6.0,15.0,7.0,15.0,"3 nonconsecutive days of humidity above 80%, Jun 15 to Jul 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Intermediate day-Bulb to Seed,Flowering,816,False,{},High Wind Risk,risk_high_wind_speed,Case 2: Days With Risk,wind speed,total # of days,>,30,km/h,5,{},FALSE,continuous,-20%,-5.00%,days,-30%,6.0,15.0,7.0,15.0,"5 nonconsecutive days of wind speed above 30km/h, Jun 15 to Jul 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Intermediate day-Bulb to Seed,Flowering,817,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,3,{},FALSE,discrete,-15%,{},{},-15%,6.0,15.0,7.0,15.0,"3 nonconsecutive days of precipitation above 50mm, Jun 15 to Jul 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Intermediate day-Bulb to Seed,Seed set,818,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,40,°C,3,{},TRUE,continuous,-15%,-2.50%,days,-30%,6.0,10.0,7.0,30.0,"3 consecutive days of max temperature above 40°C, Jun 10 to Jul 30.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Foggia, Marche, Cesena; Italy)]",Onion,Intermediate day-Bulb to Seed,Harvest,819,False,{},High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,80,%,3,{},FALSE,discrete,-5%,{},{},-5%,7.0,30.0,8.0,15.0,"3 nonconsecutive days of humidity above 80%, Jul 30 to Aug 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Orbetello, Cesena; Italy)]",Onion,Long day-Seed to Bulb,Vegetative growth,836,False,,High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,80,%,4,{},FALSE,continuous,-10%,-1.67%,days,-30%,5.0,15.0,6.0,30.0,"4 nonconsecutive days of humidity above 80%, May 15 to Jun 30.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Orbetello, Cesena; Italy)]",Onion,Long day-Seed to Bulb,Vegetative growth,837,False,,Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,35,°C,4,{},TRUE,continuous,-10%,-2.50%,days,-30%,5.0,15.0,7.0,30.0,"4 consecutive days of max temperature above 35°C, May 15 to Jul 30.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Orbetello, Cesena; Italy)]",Onion,Long day-Seed to Bulb,Harvest/ topfall,838,False,,High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,25,mm,3,{},TRUE,continuous,-10%,-2.50%,days,-30%,7.0,30.0,8.0,15.0,"3 consecutive days of precipitation above 25mm, Jul 30 to Aug 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Orbetello, Cesena; Italy)]",Onion,Intermediate day-Seed to Bulb,Sowing,839,False,,High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,3,{},FALSE,continuous,-15%,-3.33%,days,-30%,1.0,15.0,2.0,15.0,"3 nonconsecutive days of precipitation above 50mm, Jan 15 to Feb 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Orbetello, Cesena; Italy)]",Onion,Intermediate day-Seed to Bulb,Vegetative growth,840,False,,High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,80,%,4,{},FALSE,continuous,-10%,-1.67%,days,-30%,5.0,15.0,6.0,1.0,"4 nonconsecutive days of humidity above 80%, May 15 to Jun 1.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Orbetello, Cesena; Italy)]",Onion,Intermediate day-Seed to Bulb,Vegetative growth,841,False,,Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,35,°C,4,{},TRUE,continuous,-10%,-2.50%,days,-30%,5.0,15.0,6.0,1.0,"4 consecutive days of max temperature above 35°C, May 15 to Jun 1.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tarquinia, Orbetello, Cesena; Italy)]",Onion,Intermediate day-Seed to Bulb,Harvest/ topfall,842,False,,High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,25,mm,3,{},TRUE,continuous,-10%,-2.50%,days,-30%,6.0,15.0,7.0,15.0,"3 consecutive days of precipitation above 25mm, Jun 15 to Jul 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Tarragona; Spain)],Onion,Long Day-Seed to Bulb,Transplant,122,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,3,{},FALSE,continuous,-15%,-3.33%,days,-30%,2.0,15.0,3.0,15.0,"3 nonconsecutive days of precipitation above 50mm, Feb 15 to Mar 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Tarragona; Spain)],Onion,Long Day-Seed to Bulb,Vegetative growth,123,False,{},High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,80,%,4,{},FALSE,continuous,-10%,-1.67%,days,-30%,4.0,1.0,5.0,31.0,"4 nonconsecutive days of humidity above 80%, Apr 1 to May 31.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Tarragona; Spain)],Onion,Long Day-Seed to Bulb,Vegetative growth,124,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,35,°C,4,{},TRUE,continuous,-10%,-2.50%,days,-30%,4.0,1.0,5.0,31.0,"4 consecutive days of max temperature above 35°C, Apr 1 to May 31.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Tarragona; Spain)],Onion,Long Day-Seed to Bulb,Harvest/ topfall,125,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,25,mm,3,{},TRUE,continuous,-10%,-2.50%,days,-30%,6.0,15.0,7.0,15.0,"3 consecutive days of precipitation above 25mm, Jun 15 to Jul 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Tarragona; Spain)],Onion,Intermediate Day-Seed to Bulb,Transplant,126,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,3,{},FALSE,continuous,-15%,-3.33%,days,-30%,2.0,15.0,3.0,15.0,"3 nonconsecutive days of precipitation above 50mm, Feb 15 to Mar 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Tarragona; Spain)],Onion,Intermediate Day-Seed to Bulb,Vegetative growth,127,False,{},High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,80,%,4,{},FALSE,continuous,-10%,-1.67%,days,-30%,4.0,1.0,5.0,31.0,"4 nonconsecutive days of humidity above 80%, Apr 1 to May 31.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Tarragona; Spain)],Onion,Intermediate Day-Seed to Bulb,Vegetative growth,128,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,35,°C,4,{},TRUE,continuous,-10%,-2.50%,days,-30%,4.0,1.0,5.0,31.0,"4 consecutive days of max temperature above 35°C, Apr 1 to May 31.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Tarragona; Spain)],Onion,Intermediate Day-Seed to Bulb,Harvest/ topfall,129,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,25,mm,3,{},TRUE,continuous,-10%,-2.50%,days,-30%,6.0,15.0,7.0,15.0,"3 consecutive days of precipitation above 25mm, Jun 15 to Jul 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tasmania, Australia; Australia)]",Onion,Late Short Day-Seed to Bulb,Sowing,44,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,3,{},FALSE,continuous,-30%,-3.33%,days,-50%,9.0,1.0,9.0,30.0,"3 nonconsecutive days of precipitation above 50mm, Sep 1 to Sep 30.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tasmania, Australia; Australia)]",Onion,Late Short Day-Seed to Bulb,Vegetative growth,45,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,3,{},FALSE,continuous,-30%,-3.33%,days,-50%,11.0,1.0,12.0,15.0,"3 nonconsecutive days of precipitation above 50mm, Nov 1 to Dec 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tasmania, Australia; Australia)]",Onion,Late Short Day-Seed to Bulb,Harvest,46,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,3,{},FALSE,continuous,-30%,-3.33%,days,-50%,2.0,1.0,3.0,15.0,"3 nonconsecutive days of precipitation above 50mm, Feb 1 to Mar 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tasmania, Australia; Australia)]",Onion,Late Short Day-Seed to Bulb,Harvest,47,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,30,°C,3,{},TRUE,continuous,-10%,-1.67%,days,-30%,2.0,1.0,3.0,15.0,"3 consecutive days of max temperature above 30°C, Feb 1 to Mar 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tasmania, Australia; Australia)]",Onion,Intermediate Day-Seed to Bulb,Sowing,48,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,3,{},FALSE,continuous,-30%,-3.33%,days,-50%,9.0,1.0,9.0,30.0,"3 nonconsecutive days of precipitation above 50mm, Sep 1 to Sep 30.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tasmania, Australia; Australia)]",Onion,Intermediate Day-Seed to Bulb,Vegetative growth,49,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,3,{},FALSE,continuous,-30%,-3.33%,days,-50%,11.0,1.0,12.0,15.0,"3 nonconsecutive days of precipitation above 50mm, Nov 1 to Dec 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tasmania, Australia; Australia)]",Onion,Intermediate Day-Seed to Bulb,Harvest,50,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,3,{},FALSE,continuous,-30%,-3.33%,days,-50%,2.0,1.0,3.0,15.0,"3 nonconsecutive days of precipitation above 50mm, Feb 1 to Mar 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
"[(Tasmania, Australia; Australia)]",Onion,Intermediate Day-Seed to Bulb,Harvest,51,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,30,°C,3,{},TRUE,continuous,-10%,-1.67%,days,-30%,2.0,1.0,3.0,15.0,"3 consecutive days of max temperature above 30°C, Feb 1 to Mar 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Texas; United States)],Onion,Short day-Seed to Bulb,Sowing,730,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,3,{},FALSE,continuous,-30%,-3.33%,days,-50%,10.0,1.0,10.0,30.0,"3 nonconsecutive days of precipitation above 50mm, Oct 1 to Oct 30.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Texas; United States)],Onion,Short day-Seed to Bulb,Vegetative growth,731,False,{},High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,80,%,3,{},FALSE,continuous,-15%,-1.67%,days,-30%,11.0,1.0,2.0,15.0,"3 nonconsecutive days of humidity above 80%, Nov 1 to Feb 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Texas; United States)],Onion,Short day-Seed to Bulb,Vegetative growth,732,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,3,{},FALSE,continuous,-30%,-3.33%,days,-50%,11.0,1.0,2.0,15.0,"3 nonconsecutive days of precipitation above 50mm, Nov 1 to Feb 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Texas; United States)],Onion,Short day-Seed to Bulb,Harvest/ topfall,733,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,25,mm,3,{},FALSE,continuous,-30%,-5.00%,days,-50%,3.0,15.0,4.0,7.0,"3 nonconsecutive days of precipitation above 25mm, Mar 15 to Apr 7.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Easy,Bulb transplant,430,False,{},Cold Stress,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-1,°C,15,{},FALSE,discrete,-5%,{},{},-5%,8.0,1.0,9.0,15.0,"15 nonconsecutive days of min temperature below -1°C, Aug 1 to Sep 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Easy,Floral initiation,431,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,32,°C,2,{},TRUE,discrete,-10%,{},{},-10%,9.0,15.0,10.0,5.0,"2 consecutive days of max temperature above 32°C, Sep 15 to Oct 5.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Easy,Flowering,432,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,40,°C,7,{},TRUE,discrete,-25%,{},{},-25%,10.0,5.0,11.0,15.0,"7 consecutive days of max temperature above 40°C, Oct 5 to Nov 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Easy,Flowering,433,False,{},High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,80,%,3,{},FALSE,discrete,-10%,{},{},-10%,10.0,5.0,11.0,15.0,"3 nonconsecutive days of humidity above 80%, Oct 5 to Nov 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Easy,Flowering,434,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,3,{},FALSE,discrete,-10%,{},{},-10%,10.0,5.0,11.0,15.0,"3 nonconsecutive days of precipitation above 50mm, Oct 5 to Nov 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Easy,Flowering,435,False,{},Cold Stress,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,2,°C,1,{},TRUE,continuous,-10%,-5.00%,days,-30%,10.0,5.0,11.0,15.0,"1 day of min temperature below 2°C, Oct 5 to Nov 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Easy,Harvest,436,False,{},High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,80,%,3,{},FALSE,discrete,-10%,{},{},-10%,12.0,20.0,1.0,15.0,"3 nonconsecutive days of humidity above 80%, Dec 20 to Jan 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Easy,Flowering,437,False,{},High Wind Risk,risk_high_wind_speed,Case 2: Days With Risk,wind speed,total # of days,>,30,km/h,5,{},FALSE,continuous,-20%,-5.00%,days,-40%,10.0,5.0,11.0,15.0,"5 nonconsecutive days of wind speed above 30km/h, Oct 5 to Nov 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Easy,Before flowering,438,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>,50,mm,{},{},{},discrete,-15%,{},{},-15%,9.0,1.0,9.0,30.0,"Total precipitation above 50mm, Sep 1 to Sep 30.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Easy,After harvest,439,False,{},High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,80,%,1,{},TRUE,discrete,-5%,{},{},-5%,1.0,15.0,2.0,15.0,"1 day of humidity above 80%, Jan 15 to Feb 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Easy,Bulb transplant,440,False,{},Cold Stress,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,15,°C,15,{},FALSE,continuous,-10%,-1.00%,days,-30%,3.0,10.0,4.0,30.0,"15 nonconsecutive days of min temperature below 15°C, Mar 10 to Apr 30.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Difficult,Bulb transplant,441,False,{},Cold Stress,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-1,°C,15,{},FALSE,discrete,-15%,{},{},-15%,8.0,1.0,9.0,15.0,"15 nonconsecutive days of min temperature below -1°C, Aug 1 to Sep 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Difficult,Floral initiation,442,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,32,°C,2,{},TRUE,discrete,-20%,{},{},-20%,9.0,15.0,10.0,5.0,"2 consecutive days of max temperature above 32°C, Sep 15 to Oct 5.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Difficult,Flowering,443,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,40,°C,7,{},TRUE,discrete,-35%,{},{},-35%,10.0,5.0,11.0,15.0,"7 consecutive days of max temperature above 40°C, Oct 5 to Nov 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Difficult,Flowering,444,False,{},High Humidity,risk_high_humidity,Case 2: Days With Risk,humidity,total # of days,>,80,%,3,{},FALSE,discrete,-20%,{},{},-20%,10.0,5.0,11.0,15.0,"3 nonconsecutive days of humidity above 80%, Oct 5 to Nov 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Difficult,Flowering,445,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,50,mm,3,{},FALSE,discrete,-25%,{},{},-25%,10.0,5.0,11.0,15.0,"3 nonconsecutive days of precipitation above 50mm, Oct 5 to Nov 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
[(Valla de Uco; Argentina)],Onion,Short day-Bulb to Seed-Difficult,Flowering,446,False,{},Cold Stress,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,2,°C,1,{},TRUE,continuous,-25%,-5.00%,days,-40%,10.0,5.0,11.0,15.0,"1 day of min temperature below 2°C, Oct 5 to Nov 15.",,jG4IeFgEyhMs0NQ63ezz64VusZZ2
